Running task 270 with seed=30 and percentage=0.10
Epoch 0, Loss Total: 84.46239471435547, Loss Train: 136.73922729492188, Loss Test: 131.3292694091797
Epoch 100, Loss Total: 56.498817443847656, Loss Train: 43.04185485839844, Loss Test: 89.13092803955078
Epoch 200, Loss Total: 45.00882339477539, Loss Train: 18.27701187133789, Loss Test: 57.53969192504883
Epoch 300, Loss Total: 45.303955078125, Loss Train: 8.543927192687988, Loss Test: 45.1051139831543
Epoch 400, Loss Total: 48.517147064208984, Loss Train: 4.151696681976318, Loss Test: 40.38923645019531
Epoch 500, Loss Total: 51.95536422729492, Loss Train: 2.0638129711151123, Loss Test: 38.703407287597656
Epoch 600, Loss Total: 54.92555236816406, Loss Train: 1.0343120098114014, Loss Test: 38.24806594848633
Epoch 700, Loss Total: 57.325408935546875, Loss Train: 0.5144103765487671, Loss Test: 38.28957748413086
Epoch 800, Loss Total: 59.216461181640625, Loss Train: 0.2504180073738098, Loss Test: 38.51262283325195
Epoch 900, Loss Total: 60.69365310668945, Loss Train: 0.11804250627756119, Loss Test: 38.78170394897461
Epoch 1000, Loss Total: 61.84544372558594, Loss Train: 0.053446944802999496, Loss Test: 39.04198455810547
Epoch 1100, Loss Total: 62.7436408996582, Loss Train: 0.023112788796424866, Loss Test: 39.273902893066406
Epoch 1200, Loss Total: 63.44393539428711, Loss Train: 0.009515075944364071, Loss Test: 39.472496032714844
Epoch 1300, Loss Total: 63.98924255371094, Loss Train: 0.003729359246790409, Loss Test: 39.6385612487793
Epoch 1400, Loss Total: 64.41304016113281, Loss Train: 0.0014008901780471206, Loss Test: 39.77511215209961
Epoch 1500, Loss Total: 64.74176788330078, Loss Train: 0.0005157634732313454, Loss Test: 39.885955810546875
Epoch 1600, Loss Total: 64.99649047851562, Loss Train: 0.00019747272017411888, Loss Test: 39.975032806396484
Epoch 1700, Loss Total: 65.19390106201172, Loss Train: 8.854754560161382e-05, Loss Test: 40.04609680175781
Epoch 1800, Loss Total: 65.34716796875, Loss Train: 5.260126999928616e-05, Loss Test: 40.1025276184082
Epoch 1900, Loss Total: 65.46656036376953, Loss Train: 4.088674177182838e-05, Loss Test: 40.14725875854492
Epoch 2000, Loss Total: 65.56005096435547, Loss Train: 3.7035340938018635e-05, Loss Test: 40.182743072509766
Epoch 2100, Loss Total: 65.63372039794922, Loss Train: 3.565555016393773e-05, Loss Test: 40.210994720458984
Epoch 2200, Loss Total: 65.69221496582031, Loss Train: 3.5160916013410315e-05, Loss Test: 40.23360824584961
Epoch 2300, Loss Total: 65.73906707763672, Loss Train: 3.497352736303583e-05, Loss Test: 40.25183868408203
Epoch 2400, Loss Total: 65.77693176269531, Loss Train: 3.4892760595539585e-05, Loss Test: 40.26668167114258
Epoch 2500, Loss Total: 65.807861328125, Loss Train: 3.487462527118623e-05, Loss Test: 40.27887725830078
Epoch 2600, Loss Total: 65.82475280761719, Loss Train: 3.4872744436142966e-05, Loss Test: 40.28559494018555
Epoch 2700, Loss Total: 65.83246612548828, Loss Train: 3.487273716018535e-05, Loss Test: 40.288673400878906
Epoch 2800, Loss Total: 65.836181640625, Loss Train: 3.487272624624893e-05, Loss Test: 40.290157318115234
Epoch 2900, Loss Total: 65.8380126953125, Loss Train: 3.487272624624893e-05, Loss Test: 40.290897369384766
Epoch 3000, Loss Total: 65.83892822265625, Loss Train: 3.487272624624893e-05, Loss Test: 40.29126739501953
Epoch 3100, Loss Total: 65.83937072753906, Loss Train: 3.487272624624893e-05, Loss Test: 40.29145050048828
Epoch 3200, Loss Total: 65.839599609375, Loss Train: 3.487272624624893e-05, Loss Test: 40.29153823852539
Epoch 3300, Loss Total: 65.83969116210938, Loss Train: 3.487272624624893e-05, Loss Test: 40.29157638549805
Epoch 3400, Loss Total: 65.8397216796875, Loss Train: 3.487272624624893e-05, Loss Test: 40.29159164428711
