Running task 181 with seed=20 and percentage=0.15
Epoch 0, Loss Total: 84.26663970947266, Loss Train: 133.2274169921875, Loss Test: 131.3041534423828
Epoch 100, Loss Total: 55.60696029663086, Loss Train: 47.80143356323242, Loss Test: 92.04609680175781
Epoch 200, Loss Total: 39.298404693603516, Loss Train: 21.854496002197266, Loss Test: 61.36450958251953
Epoch 300, Loss Total: 33.0015869140625, Loss Train: 11.362680435180664, Loss Test: 45.1817741394043
Epoch 400, Loss Total: 31.369844436645508, Loss Train: 6.606579780578613, Loss Test: 36.54135513305664
Epoch 500, Loss Total: 31.752029418945312, Loss Train: 4.304506778717041, Loss Test: 31.71015167236328
Epoch 600, Loss Total: 32.91044616699219, Loss Train: 3.125842571258545, Loss Test: 28.850910186767578
Epoch 700, Loss Total: 34.29979705810547, Loss Train: 2.488124370574951, Loss Test: 27.047998428344727
Epoch 800, Loss Total: 35.70509719848633, Loss Train: 2.1257731914520264, Loss Test: 25.839948654174805
Epoch 900, Loss Total: 37.0526237487793, Loss Train: 1.9120622873306274, Loss Test: 24.98810386657715
Epoch 1000, Loss Total: 38.320194244384766, Loss Train: 1.7828710079193115, Loss Test: 24.362749099731445
Epoch 1100, Loss Total: 39.50108337402344, Loss Train: 1.703686237335205, Loss Test: 23.888286590576172
Epoch 1200, Loss Total: 40.592872619628906, Loss Train: 1.6548908948898315, Loss Test: 23.517305374145508
Epoch 1300, Loss Total: 41.595462799072266, Loss Train: 1.6248356103897095, Loss Test: 23.218265533447266
Epoch 1400, Loss Total: 42.5115966796875, Loss Train: 1.6063514947891235, Loss Test: 22.969757080078125
Epoch 1500, Loss Total: 43.34676742553711, Loss Train: 1.5950218439102173, Loss Test: 22.757118225097656
Epoch 1600, Loss Total: 44.109066009521484, Loss Train: 1.5880779027938843, Loss Test: 22.57071304321289
Epoch 1700, Loss Total: 44.8077507019043, Loss Train: 1.5837929248809814, Loss Test: 22.40427589416504
Epoch 1800, Loss Total: 45.45219421386719, Loss Train: 1.5811302661895752, Loss Test: 22.253751754760742
Epoch 1900, Loss Total: 46.05172348022461, Loss Train: 1.5793852806091309, Loss Test: 22.1168270111084
Epoch 2000, Loss Total: 46.61417007446289, Loss Train: 1.5782971382141113, Loss Test: 21.99217987060547
Epoch 2100, Loss Total: 47.145973205566406, Loss Train: 1.5775835514068604, Loss Test: 21.878686904907227
Epoch 2200, Loss Total: 47.65200424194336, Loss Train: 1.577081322669983, Loss Test: 21.775625228881836
Epoch 2300, Loss Total: 48.13591766357422, Loss Train: 1.576724648475647, Loss Test: 21.682334899902344
Epoch 2400, Loss Total: 48.561622619628906, Loss Train: 1.5765085220336914, Loss Test: 21.60519790649414
Epoch 2500, Loss Total: 48.79051208496094, Loss Train: 1.5764156579971313, Loss Test: 21.56558609008789
Epoch 2600, Loss Total: 48.96574401855469, Loss Train: 1.5763531923294067, Loss Test: 21.536205291748047
Epoch 2700, Loss Total: 49.05603790283203, Loss Train: 1.5763236284255981, Loss Test: 21.521379470825195
Epoch 2800, Loss Total: 49.10322189331055, Loss Train: 1.5763092041015625, Loss Test: 21.513713836669922
Epoch 2900, Loss Total: 49.128047943115234, Loss Train: 1.5763028860092163, Loss Test: 21.509700775146484
Epoch 3000, Loss Total: 49.14115905761719, Loss Train: 1.5762993097305298, Loss Test: 21.507585525512695
Epoch 3100, Loss Total: 49.1480712890625, Loss Train: 1.5762981176376343, Loss Test: 21.506465911865234
Epoch 3200, Loss Total: 49.1517219543457, Loss Train: 1.576297402381897, Loss Test: 21.505878448486328
Epoch 3300, Loss Total: 49.153656005859375, Loss Train: 1.5762970447540283, Loss Test: 21.505565643310547
Epoch 3400, Loss Total: 49.15468215942383, Loss Train: 1.5762970447540283, Loss Test: 21.505403518676758
Epoch 3500, Loss Total: 49.155216217041016, Loss Train: 1.5762970447540283, Loss Test: 21.50531768798828
Epoch 3600, Loss Total: 49.155494689941406, Loss Train: 1.5762970447540283, Loss Test: 21.50527572631836
Epoch 3700, Loss Total: 49.15563201904297, Loss Train: 1.5762970447540283, Loss Test: 21.50525665283203
Epoch 3800, Loss Total: 49.15569305419922, Loss Train: 1.5762970447540283, Loss Test: 21.5052433013916
Epoch 3900, Loss Total: 49.155704498291016, Loss Train: 1.5762970447540283, Loss Test: 21.505239486694336
Epoch 4000, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505239486694336
Epoch 4100, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505239486694336
Epoch 4200, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505237579345703
Epoch 4300, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505237579345703
Epoch 4400, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505237579345703
Epoch 4500, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505237579345703
Epoch 4600, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505237579345703
Epoch 4700, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505237579345703
Epoch 4800, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505237579345703
Epoch 4900, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505237579345703
Epoch 5000, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505237579345703
Epoch 5100, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505237579345703
Epoch 5200, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505237579345703
Epoch 5300, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505237579345703
Epoch 5400, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505237579345703
Epoch 5500, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505237579345703
Epoch 5600, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505237579345703
Epoch 5700, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505237579345703
Epoch 5800, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505237579345703
Epoch 5900, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505237579345703
Epoch 6000, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505237579345703
Epoch 6100, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505237579345703
Epoch 6200, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505237579345703
Epoch 6300, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505237579345703
Epoch 6400, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505237579345703
Epoch 6500, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505237579345703
Epoch 6600, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505237579345703
Epoch 6700, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505237579345703
Epoch 6800, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505237579345703
Epoch 6900, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505237579345703
Epoch 7000, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505237579345703
Epoch 7100, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505237579345703
Epoch 7200, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505237579345703
Epoch 7300, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505237579345703
Epoch 7400, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505237579345703
Epoch 7500, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505237579345703
Epoch 7600, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505237579345703
Epoch 7700, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505237579345703
Epoch 7800, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505237579345703
Epoch 7900, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505237579345703
Epoch 8000, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505237579345703
Epoch 8100, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505237579345703
Epoch 8200, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505237579345703
Epoch 8300, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505237579345703
Epoch 8400, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505237579345703
Epoch 8500, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505237579345703
Epoch 8600, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505237579345703
Epoch 8700, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505237579345703
Epoch 8800, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505237579345703
Epoch 8900, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505237579345703
Epoch 9000, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505237579345703
Epoch 9100, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505237579345703
Epoch 9200, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505237579345703
Epoch 9300, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505237579345703
Epoch 9400, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505237579345703
Epoch 9500, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505237579345703
Epoch 9600, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505237579345703
Epoch 9700, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505237579345703
Epoch 9800, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505237579345703
Epoch 9900, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505237579345703
Epoch 10000, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505237579345703
Epoch 10100, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505237579345703
Epoch 10200, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505237579345703
Epoch 10300, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505237579345703
Epoch 10400, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505237579345703
Epoch 10500, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505237579345703
Epoch 10600, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505237579345703
Epoch 10700, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505237579345703
Epoch 10800, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505239486694336
Epoch 10900, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505239486694336
Epoch 11000, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505239486694336
Epoch 11100, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505239486694336
Epoch 11200, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505239486694336
Epoch 11300, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505239486694336
Epoch 11400, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505239486694336
Epoch 11500, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505239486694336
Epoch 11600, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505239486694336
Epoch 11700, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505239486694336
Epoch 11800, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505239486694336
Epoch 11900, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505239486694336
Epoch 12000, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505239486694336
Epoch 12100, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505239486694336
Epoch 12200, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505239486694336
Epoch 12300, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505239486694336
Epoch 12400, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505239486694336
Epoch 12500, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505239486694336
Epoch 12600, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505239486694336
Epoch 12700, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505239486694336
Epoch 12800, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505239486694336
Epoch 12900, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505239486694336
Epoch 13000, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505239486694336
Epoch 13100, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505239486694336
Epoch 13200, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505239486694336
Epoch 13300, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505239486694336
Epoch 13400, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505239486694336
Epoch 13500, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505239486694336
Epoch 13600, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505239486694336
Epoch 13700, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505239486694336
Epoch 13800, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505239486694336
Epoch 13900, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505239486694336
Epoch 14000, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505239486694336
Epoch 14100, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.50523567199707
Epoch 14200, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.50523567199707
Epoch 14300, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.50523567199707
Epoch 14400, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.50523567199707
Epoch 14500, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.50523567199707
Epoch 14600, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.50523567199707
Epoch 14700, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.50523567199707
Epoch 14800, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.50523567199707
Epoch 14900, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.50523567199707
Epoch 15000, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.50523567199707
Epoch 15100, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.50523567199707
Epoch 15200, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.50523567199707
Epoch 15300, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.50523567199707
Epoch 15400, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.50523567199707
Epoch 15500, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.50523567199707
Epoch 15600, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.50523567199707
Epoch 15700, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.50523567199707
Epoch 15800, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.50523567199707
Epoch 15900, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.50523567199707
Epoch 16000, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.50523567199707
Epoch 16100, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.50523567199707
Epoch 16200, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505237579345703
Epoch 16300, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505237579345703
Epoch 16400, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505237579345703
Epoch 16500, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505237579345703
Epoch 16600, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505237579345703
Epoch 16700, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505237579345703
Epoch 16800, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505237579345703
Epoch 16900, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505237579345703
Epoch 17000, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505237579345703
Epoch 17100, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505237579345703
Epoch 17200, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505237579345703
Epoch 17300, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505237579345703
Epoch 17400, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505237579345703
Epoch 17500, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505237579345703
Epoch 17600, Loss Total: 49.15570831298828, Loss Train: 1.5762970447540283, Loss Test: 21.505237579345703
