Running task 728 with seed=80 and percentage=0.50
Epoch 0, Loss Total: 84.04246520996094, Loss Train: 129.4263153076172, Loss Test: 133.07974243164062
Epoch 100, Loss Total: 37.008750915527344, Loss Train: 42.875144958496094, Loss Test: 64.13652801513672
Epoch 200, Loss Total: 27.21946907043457, Loss Train: 19.701305389404297, Loss Test: 34.77995300292969
Epoch 300, Loss Total: 28.272323608398438, Loss Train: 10.935565948486328, Loss Test: 23.30018424987793
Epoch 400, Loss Total: 32.12840270996094, Loss Train: 6.9178900718688965, Loss Test: 18.011611938476562
Epoch 500, Loss Total: 36.52582931518555, Loss Train: 4.867687702178955, Loss Test: 15.379252433776855
Epoch 600, Loss Total: 40.668357849121094, Loss Train: 3.735119342803955, Loss Test: 14.020222663879395
Epoch 700, Loss Total: 44.270606994628906, Loss Train: 3.0730652809143066, Loss Test: 13.312447547912598
Epoch 800, Loss Total: 47.266334533691406, Loss Train: 2.671880006790161, Loss Test: 12.949776649475098
Epoch 900, Loss Total: 49.6893196105957, Loss Train: 2.4234821796417236, Loss Test: 12.77250862121582
Epoch 1000, Loss Total: 51.6140022277832, Loss Train: 2.2676823139190674, Loss Test: 12.694906234741211
Epoch 1100, Loss Total: 53.12527084350586, Loss Train: 2.1691477298736572, Loss Test: 12.670002937316895
Epoch 1200, Loss Total: 54.30352020263672, Loss Train: 2.106487512588501, Loss Test: 12.671944618225098
Epoch 1300, Loss Total: 55.218841552734375, Loss Train: 2.066481351852417, Loss Test: 12.68632698059082
Epoch 1400, Loss Total: 55.92964553833008, Loss Train: 2.040863037109375, Loss Test: 12.705219268798828
Epoch 1500, Loss Total: 56.482887268066406, Loss Train: 2.024430990219116, Loss Test: 12.724165916442871
Epoch 1600, Loss Total: 56.916160583496094, Loss Train: 2.013838052749634, Loss Test: 12.74099349975586
Epoch 1700, Loss Total: 57.258846282958984, Loss Train: 2.0070135593414307, Loss Test: 12.754846572875977
Epoch 1800, Loss Total: 57.533653259277344, Loss Train: 2.002591133117676, Loss Test: 12.765347480773926
Epoch 1900, Loss Total: 57.758113861083984, Loss Train: 1.999716877937317, Loss Test: 12.77315902709961
Epoch 2000, Loss Total: 57.94546890258789, Loss Train: 1.9978493452072144, Loss Test: 12.778558731079102
Epoch 2100, Loss Total: 58.10563278198242, Loss Train: 1.9966530799865723, Loss Test: 12.78217601776123
Epoch 2200, Loss Total: 58.24585723876953, Loss Train: 1.9958802461624146, Loss Test: 12.7841796875
Epoch 2300, Loss Total: 58.371665954589844, Loss Train: 1.9953842163085938, Loss Test: 12.785454750061035
Epoch 2400, Loss Total: 58.486572265625, Loss Train: 1.9950895309448242, Loss Test: 12.786031723022461
Epoch 2500, Loss Total: 58.55446243286133, Loss Train: 1.9949599504470825, Loss Test: 12.786225318908691
Epoch 2600, Loss Total: 58.588356018066406, Loss Train: 1.9949101209640503, Loss Test: 12.786297798156738
Epoch 2700, Loss Total: 58.60584259033203, Loss Train: 1.9948872327804565, Loss Test: 12.786328315734863
Epoch 2800, Loss Total: 58.617767333984375, Loss Train: 1.9948731660842896, Loss Test: 12.786347389221191
Epoch 2900, Loss Total: 58.6240348815918, Loss Train: 1.9948650598526, Loss Test: 12.786359786987305
Epoch 3000, Loss Total: 58.627323150634766, Loss Train: 1.9948614835739136, Loss Test: 12.78636360168457
Epoch 3100, Loss Total: 58.62904357910156, Loss Train: 1.9948590993881226, Loss Test: 12.786358833312988
Epoch 3200, Loss Total: 58.629947662353516, Loss Train: 1.9948577880859375, Loss Test: 12.786354064941406
Epoch 3300, Loss Total: 58.63042068481445, Loss Train: 1.9948577880859375, Loss Test: 12.78635025024414
Epoch 3400, Loss Total: 58.63066864013672, Loss Train: 1.9948577880859375, Loss Test: 12.78635025024414
Epoch 3500, Loss Total: 58.63080596923828, Loss Train: 1.9948577880859375, Loss Test: 12.786349296569824
Epoch 3600, Loss Total: 58.6308708190918, Loss Train: 1.9948577880859375, Loss Test: 12.786349296569824
Epoch 3700, Loss Total: 58.63090133666992, Loss Train: 1.9948577880859375, Loss Test: 12.786349296569824
Epoch 3800, Loss Total: 58.630916595458984, Loss Train: 1.9948577880859375, Loss Test: 12.786349296569824
Epoch 3900, Loss Total: 58.63092041015625, Loss Train: 1.9948577880859375, Loss Test: 12.786349296569824
Epoch 4000, Loss Total: 58.63092041015625, Loss Train: 1.9948577880859375, Loss Test: 12.786349296569824
Epoch 4100, Loss Total: 58.63092041015625, Loss Train: 1.9948577880859375, Loss Test: 12.786349296569824
Epoch 4200, Loss Total: 58.63092041015625, Loss Train: 1.9948577880859375, Loss Test: 12.786349296569824
Epoch 4300, Loss Total: 58.63092041015625, Loss Train: 1.9948577880859375, Loss Test: 12.786349296569824
Epoch 4400, Loss Total: 58.63092041015625, Loss Train: 1.9948577880859375, Loss Test: 12.786349296569824
Epoch 4500, Loss Total: 58.63092041015625, Loss Train: 1.9948577880859375, Loss Test: 12.786349296569824
Epoch 4600, Loss Total: 58.63092041015625, Loss Train: 1.9948577880859375, Loss Test: 12.786349296569824
Epoch 4700, Loss Total: 58.63092041015625, Loss Train: 1.9948577880859375, Loss Test: 12.786349296569824
Epoch 4800, Loss Total: 58.63092041015625, Loss Train: 1.9948577880859375, Loss Test: 12.786349296569824
Epoch 4900, Loss Total: 58.63092041015625, Loss Train: 1.9948577880859375, Loss Test: 12.786349296569824
