Running task 48 with seed=5 and percentage=0.25
Epoch 0, Loss Total: 81.24748229980469, Loss Train: 118.10059356689453, Loss Test: 130.0726776123047
Epoch 100, Loss Total: 53.68053436279297, Loss Train: 0.2779490649700165, Loss Test: 19.572189331054688
Epoch 200, Loss Total: 55.189659118652344, Loss Train: 0.001414047903381288, Loss Test: 19.553861618041992
Epoch 300, Loss Total: 55.37606430053711, Loss Train: 2.431641041766852e-05, Loss Test: 19.554744720458984
Epoch 400, Loss Total: 55.41808319091797, Loss Train: 2.2953156076255254e-05, Loss Test: 19.555246353149414
Epoch 500, Loss Total: 55.428001403808594, Loss Train: 2.2953208826947957e-05, Loss Test: 19.555370330810547
Epoch 600, Loss Total: 55.4296760559082, Loss Train: 2.2953188818064518e-05, Loss Test: 19.55539321899414
Epoch 700, Loss Total: 55.43018341064453, Loss Train: 2.2953192456043325e-05, Loss Test: 19.55539894104004
Epoch 800, Loss Total: 55.430381774902344, Loss Train: 2.2953197913011536e-05, Loss Test: 19.555402755737305
Epoch 900, Loss Total: 55.43047332763672, Loss Train: 2.2953197913011536e-05, Loss Test: 19.55540657043457
Epoch 1000, Loss Total: 55.430511474609375, Loss Train: 2.2953197913011536e-05, Loss Test: 19.55540657043457
Epoch 1100, Loss Total: 55.43053436279297, Loss Train: 2.2953197913011536e-05, Loss Test: 19.55540657043457
Epoch 1200, Loss Total: 55.43054962158203, Loss Train: 2.2953197913011536e-05, Loss Test: 19.55540657043457
Epoch 1300, Loss Total: 55.43054962158203, Loss Train: 2.2953197913011536e-05, Loss Test: 19.55540657043457
Epoch 1400, Loss Total: 55.4305534362793, Loss Train: 2.2953197913011536e-05, Loss Test: 19.55540657043457
Epoch 1500, Loss Total: 55.4305534362793, Loss Train: 2.2953197913011536e-05, Loss Test: 19.55540657043457
Epoch 1600, Loss Total: 55.4305534362793, Loss Train: 2.2953197913011536e-05, Loss Test: 19.55540657043457
Epoch 1700, Loss Total: 55.4305534362793, Loss Train: 2.2953197913011536e-05, Loss Test: 19.55540657043457
Epoch 1800, Loss Total: 55.4305534362793, Loss Train: 2.2953197913011536e-05, Loss Test: 19.55540657043457
Epoch 1900, Loss Total: 55.4305534362793, Loss Train: 2.2953197913011536e-05, Loss Test: 19.55540657043457
Epoch 2000, Loss Total: 55.4305534362793, Loss Train: 2.2953197913011536e-05, Loss Test: 19.55540657043457
Epoch 2100, Loss Total: 55.4305534362793, Loss Train: 2.2953197913011536e-05, Loss Test: 19.55540657043457
Epoch 2200, Loss Total: 55.4305534362793, Loss Train: 2.2953197913011536e-05, Loss Test: 19.55540657043457
Epoch 2300, Loss Total: 55.4305534362793, Loss Train: 2.2953197913011536e-05, Loss Test: 19.55540657043457
Epoch 2400, Loss Total: 55.4305534362793, Loss Train: 2.2953197913011536e-05, Loss Test: 19.55540657043457
Epoch 2500, Loss Total: 55.4305534362793, Loss Train: 2.2953197913011536e-05, Loss Test: 19.55540657043457
Epoch 2600, Loss Total: 55.4305534362793, Loss Train: 2.2953197913011536e-05, Loss Test: 19.55540657043457
Epoch 2700, Loss Total: 55.4305534362793, Loss Train: 2.2953197913011536e-05, Loss Test: 19.55540657043457
Epoch 2800, Loss Total: 55.4305534362793, Loss Train: 2.2953197913011536e-05, Loss Test: 19.55540657043457
Epoch 2900, Loss Total: 55.4305534362793, Loss Train: 2.2953197913011536e-05, Loss Test: 19.55540657043457
Epoch 3000, Loss Total: 55.4305534362793, Loss Train: 2.2953197913011536e-05, Loss Test: 19.55540657043457
Epoch 3100, Loss Total: 55.4305534362793, Loss Train: 2.2953197913011536e-05, Loss Test: 19.55540657043457
Epoch 3200, Loss Total: 55.4305534362793, Loss Train: 2.2953197913011536e-05, Loss Test: 19.55540657043457
Epoch 3300, Loss Total: 55.4305534362793, Loss Train: 2.2953197913011536e-05, Loss Test: 19.55540657043457
Epoch 3400, Loss Total: 55.4305534362793, Loss Train: 2.2953197913011536e-05, Loss Test: 19.55540657043457
Epoch 3500, Loss Total: 55.4305534362793, Loss Train: 2.2953197913011536e-05, Loss Test: 19.55540657043457
Epoch 3600, Loss Total: 55.4305534362793, Loss Train: 2.2953197913011536e-05, Loss Test: 19.55540657043457
Epoch 3700, Loss Total: 55.4305534362793, Loss Train: 2.2953197913011536e-05, Loss Test: 19.55540657043457
Epoch 3800, Loss Total: 55.4305534362793, Loss Train: 2.2953197913011536e-05, Loss Test: 19.55540657043457
Epoch 3900, Loss Total: 55.4305534362793, Loss Train: 2.2953197913011536e-05, Loss Test: 19.55540657043457
Epoch 4000, Loss Total: 55.4305534362793, Loss Train: 2.2953197913011536e-05, Loss Test: 19.55540657043457
Epoch 4100, Loss Total: 55.4305534362793, Loss Train: 2.2953197913011536e-05, Loss Test: 19.55540657043457
Epoch 4200, Loss Total: 55.4305534362793, Loss Train: 2.2953197913011536e-05, Loss Test: 19.55540657043457
Epoch 4300, Loss Total: 55.4305534362793, Loss Train: 2.2953197913011536e-05, Loss Test: 19.55540657043457
Epoch 4400, Loss Total: 55.4305534362793, Loss Train: 2.2953197913011536e-05, Loss Test: 19.55540657043457
Epoch 4500, Loss Total: 55.4305534362793, Loss Train: 2.2953197913011536e-05, Loss Test: 19.55540657043457
Epoch 4600, Loss Total: 55.4305534362793, Loss Train: 2.2953197913011536e-05, Loss Test: 19.55540657043457
Epoch 4700, Loss Total: 55.4305534362793, Loss Train: 2.2953197913011536e-05, Loss Test: 19.55540657043457
Epoch 4800, Loss Total: 55.4305534362793, Loss Train: 2.2953197913011536e-05, Loss Test: 19.55540657043457
Epoch 4900, Loss Total: 55.4305534362793, Loss Train: 2.2953197913011536e-05, Loss Test: 19.55540657043457
Epoch 5000, Loss Total: 55.4305534362793, Loss Train: 2.2953197913011536e-05, Loss Test: 19.55540657043457
Epoch 5100, Loss Total: 55.4305534362793, Loss Train: 2.2953197913011536e-05, Loss Test: 19.55540657043457
Epoch 5200, Loss Total: 55.4305534362793, Loss Train: 2.2953197913011536e-05, Loss Test: 19.55540657043457
Epoch 5300, Loss Total: 55.4305534362793, Loss Train: 2.2953197913011536e-05, Loss Test: 19.55540657043457
Epoch 5400, Loss Total: 55.4305534362793, Loss Train: 2.2953197913011536e-05, Loss Test: 19.55540657043457
Epoch 5500, Loss Total: 55.4305534362793, Loss Train: 2.2953197913011536e-05, Loss Test: 19.55540657043457
Epoch 5600, Loss Total: 55.4305534362793, Loss Train: 2.2953197913011536e-05, Loss Test: 19.55540657043457
Epoch 5700, Loss Total: 55.4305534362793, Loss Train: 2.2953197913011536e-05, Loss Test: 19.55540657043457
Epoch 5800, Loss Total: 55.4305534362793, Loss Train: 2.2953197913011536e-05, Loss Test: 19.55540657043457
Epoch 5900, Loss Total: 55.4305534362793, Loss Train: 2.2953197913011536e-05, Loss Test: 19.55540657043457
Epoch 6000, Loss Total: 55.4305534362793, Loss Train: 2.2953197913011536e-05, Loss Test: 19.55540657043457
Epoch 6100, Loss Total: 55.4305534362793, Loss Train: 2.2953197913011536e-05, Loss Test: 19.55540657043457
