Running task 119 with seed=13 and percentage=0.20
Epoch 0, Loss Total: 84.08583068847656, Loss Train: 129.4249725341797, Loss Test: 131.7574005126953
Epoch 100, Loss Total: 50.18141174316406, Loss Train: 45.457977294921875, Loss Test: 84.34964752197266
Epoch 200, Loss Total: 34.13462448120117, Loss Train: 20.459489822387695, Loss Test: 51.99910354614258
Epoch 300, Loss Total: 29.810436248779297, Loss Train: 10.567184448242188, Loss Test: 36.53817367553711
Epoch 400, Loss Total: 30.522960662841797, Loss Train: 6.141628742218018, Loss Test: 28.927104949951172
Epoch 500, Loss Total: 33.25341033935547, Loss Train: 4.008085250854492, Loss Test: 25.009586334228516
Epoch 600, Loss Total: 36.60435104370117, Loss Train: 2.9161365032196045, Loss Test: 22.89284896850586
Epoch 700, Loss Total: 39.938087463378906, Loss Train: 2.333833932876587, Loss Test: 21.695653915405273
Epoch 800, Loss Total: 42.98661422729492, Loss Train: 2.017245054244995, Loss Test: 20.989553451538086
Epoch 900, Loss Total: 45.66373825073242, Loss Train: 1.8441957235336304, Loss Test: 20.556377410888672
Epoch 1000, Loss Total: 47.969207763671875, Loss Train: 1.7494335174560547, Loss Test: 20.28139305114746
Epoch 1100, Loss Total: 49.93791580200195, Loss Train: 1.697293758392334, Loss Test: 20.1025390625
Epoch 1200, Loss Total: 51.61374282836914, Loss Train: 1.6683025360107422, Loss Test: 19.98423957824707
Epoch 1300, Loss Total: 53.03816604614258, Loss Train: 1.6519132852554321, Loss Test: 19.90480613708496
Epoch 1400, Loss Total: 54.24677658081055, Loss Train: 1.6424925327301025, Loss Test: 19.849781036376953
Epoch 1500, Loss Total: 55.2697639465332, Loss Train: 1.6369611024856567, Loss Test: 19.809492111206055
Epoch 1600, Loss Total: 56.13331604003906, Loss Train: 1.6336489915847778, Loss Test: 19.77742576599121
Epoch 1700, Loss Total: 56.86069869995117, Loss Train: 1.6316320896148682, Loss Test: 19.749658584594727
Epoch 1800, Loss Total: 57.47328567504883, Loss Train: 1.6303610801696777, Loss Test: 19.723976135253906
